koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_eccen,koi_impact,koi_num_transits,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,koi_gmag,koi_rmag,koi_jmag
CONFIRMED,6.365839713,2.9721,7.8070e+02,0.026275,2.44,0.0659,87.92,914,165.33,0,0.524,216,70.8,0,0,0,0,5776,4.554,0.849,0.939,,15.09,15.594,15.032,13.882
FALSE POSITIVE,5.97581754,3.065,9.6240e+02,0.035468,3.86,0.066,81.71,1047,284.25,0,0.941,181,50.3,0,0,1,0,6108,4.471,0.997,1.072,,15.546,16.038,15.487,14.33
FALSE POSITIVE,2.446737317,4.7211,1.1779e+03,0.278526,26.25,0.0351,44.81,1261,597.19,0,1.241,552,110.2,0,0,1,1,5764,4.548,0.863,0.959,,15.021,15.572,14.978,13.791
CONFIRMED,3.04033046,1.8411,1.0859e+04,0.104023,8.99,0.0374,85.95,1021,257.29,0,0.736,440,568.2,0,0,0,0,5035,4.519,0.791,0.754,,15.028,15.823,14.978,13.514
CONFIRMED,15.33528675,3.897,3.0814e+03,0.056,5,0.1179,87.95,610,32.67,0,0.773,85,86.6,0,0,0,0,5251,4.581,0.817,0.926,,15.855,16.516,15.753,14.484
CONFIRMED,7.95825328,4.377,5.0000e+01,0.006915,1.06,0.0809,85.95,1074,314.15,0,0.706,109,14.7,0,0,0,0,5847,4.191,1.402,1.113,,12.487,12.904,12.427,11.392
CONFIRMED,31.33046135,5.176,5.0738e+03,0.072904,6.5,0.1898,88.62,481,12.61,0,0.798,46,117.2,0,0,0,0,5251,4.581,0.817,0.926,,15.855,16.516,15.753,14.484
FALSE POSITIVE,3.9043425,3.831,1.6228e+04,0.125229,12.28,0.0484,84.06,1104,351.05,0,0.709,275,323.4,0,1,0,0,5810,4.526,0.898,0.989,,15.016,15.552,14.953,13.817
FALSE POSITIVE,9.286358079,3.49949,4.4791e+04,0.19639,17.61,0.081,89.06,796,95.03,0,0.377,117,1671.1,0,1,0,0,5670,4.523,0.821,0.82,,15.365,15.946,15.348,14.031
FALSE POSITIVE,3.951405455,2.1862,2.4539e+03,0.331342,31.44,0.0482,76.4,1133,388.71,0,1.276,272,117.2,0,1,0,0,6046,4.539,0.869,0.953,,15.446,15.924,15.401,14.208
CONFIRMED,23.65369415,8.2183,3.3418e+03,0.05219,7.89,0.1658,89.98,731,67.65,0,0.008,57,266.3,0,0,0,0,5739,4.191,1.384,1.083,,15.084,15.6,15.003,13.894
CONFIRMED,13.23352214,6.7372,5.0460e+02,0.020278,3.06,0.1126,89.95,888,146.67,0,0.014,97,49.1,0,0,0,0,5739,4.191,1.384,1.083,,15.084,15.6,15.003,13.894
CONFIRMED,6.15560285,4.9843,2.8500e+02,0.015336,2.32,0.0676,88.56,1146,406.94,0,0.235,203,35.1,0,0,0,0,5739,4.191,1.384,1.083,,15.084,15.6,15.003,13.894
CONFIRMED,2.090811305,3.388,1.1590e+02,0.010686,1.62,0.0329,77.03,1642,1718.04,0,0.746,527,19.9,0,0,0,0,5739,4.191,1.384,1.083,,15.084,15.6,15.003,13.894
CONFIRMED,3.180027898,3.5797,1.2030e+02,0.009989,1.53,0.0439,88.34,1458,1066.86,0,0.196,323,50.4,0,0,0,0,5847,4.191,1.402,1.113,,12.487,12.904,12.427,11.392
CONFIRMED,50.4467417,7.159,3.7030e+02,0.01767,2.67,0.2747,89.57,568,24.64,0,0.379,22,19.4,0,0,0,0,5739,4.191,1.384,1.083,,15.084,15.6,15.003,13.894
CONFIRMED,11.76307164,2.9076,1.0373e+03,0.028519,2.35,0.0954,89.91,616,33.99,0,0.048,88,48.9,0,0,0,0,4959,4.603,0.756,0.849,,15.208,15.964,15.137,13.703
CONFIRMED,56.2279271,3.57,8.6270e+02,0.028683,2.37,0.2707,89.56,366,4.22,0,0.7,18,20.9,0,0,0,0,4959,4.603,0.756,0.849,,15.208,15.964,15.137,13.703
FALSE POSITIVE,2.384052875,3.0918,1.2681e+03,0.222925,17.06,0.0308,58.76,1010,244.87,0,1.178,549,50.5,0,1,1,1,4794,4.58,0.701,0.683,,15.836,16.733,15.793,14.226
CONFIRMED,7.953547,2.6312,8.7540e+02,0.026448,2.25,0.0712,89.24,696,55.37,0,0.3,166,38.4,0,0,0,0,4768,4.536,0.779,0.759,,15.66,16.443,15.562,14.113
CONFIRMED,4.14451656,2.3421,3.9180e+02,0.017441,1.48,0.0461,89.99,864,132.08,0,0.004,316,22.8,0,0,0,0,4768,4.536,0.779,0.759,,15.66,16.443,15.562,14.113
FALSE POSITIVE,4.859386384,2.2757,6.0443e+03,0.355227,38.33,0.0571,81.27,1114,364.23,0,1.259,273,269.7,0,1,0,0,6072,4.47,0.988,1.05,,15.311,15.812,15.269,14.173
CONFIRMED,10.52629458,2.5211,9.7680e+03,0.095143,8.24,0.088,88.69,713,61.16,0,0.644,129,482.3,0,0,0,0,5386,4.553,0.793,0.82,,15.305,15.956,15.263,13.968
CONFIRMED,4.583520948,2.7055,3.8121e+03,0.056287,5.39,0.0535,89.81,1038,274.98,0,0.045,297,99.5,0,0,0,0,5815,4.54,0.877,0.973,,15.287,15.847,15.235,13.981
CONFIRMED,3.76181843,3.5176,5.1060e+02,0.025656,2.66,0.047,75.62,1121,372.62,0,0.926,273,35.9,0,0,0,0,5653,4.472,0.949,0.974,,15.257,15.836,15.199,13.955
CONFIRMED,8.20396958,2.9667,1.0244e+03,0.033372,3.01,0.0735,86.43,742,71.5,0,0.823,162,54.4,0,0,0,0,5015,4.499,0.826,0.785,,15.376,16.162,15.297,13.821
CONFIRMED,14.49645186,4.016,6.4750e+02,0.033377,3.01,0.1074,84.34,613,33.48,0,0.97,89,25.7,0,0,0,0,5015,4.499,0.826,0.785,,15.376,16.162,15.297,13.821
CONFIRMED,6.54626149,2.75,6.5590e+02,0.024555,2.19,0.0668,87.46,810,101.78,0,0.644,200,24.8,0,0,0,0,5251,4.581,0.817,0.926,,15.855,16.516,15.753,14.484
CONFIRMED,12.71809866,3.0957,1.1494e+03,0.030871,2.31,0.0934,89.17,562,23.6,0,0.427,107,52.7,0,0,0,0,4702,4.592,0.686,0.67,,15.389,16.296,15.349,13.608
CONFIRMED,36.06588163,4.3246,1.5638e+03,0.035281,2.64,0.1871,89.77,397,5.88,0,0.26,38,51.7,0,0,0,0,4702,4.592,0.686,0.67,,15.389,16.296,15.349,13.608
CONFIRMED,4.190425659,2.8589,2.8774e+03,0.050076,6.21,0.0535,87.52,1234,547.9,0,0.458,318,240.6,0,0,0,0,6073,4.392,1.135,1.163,,15.27,15.8,15.211,14.069
CONFIRMED,3.709870784,3.0694,2.0203e+03,0.040686,4.35,0.0471,89.86,1151,415.1,0,0.023,279,116.1,0,0,0,0,5727,4.463,0.978,1.013,,15.581,16.157,15.52,14.306
CONFIRMED,16.3297527,6.271,1.1875e+03,0.034822,3.75,0.1255,86.59,727,66.08,0,0.791,85,74.6,0,0,0,0,5878,4.444,0.987,0.989,,15.447,15.988,15.407,14.255
CONFIRMED,27.80756622,4.21587,2.5391e+04,0.161479,13.84,0.1711,88.96,554,22.24,0,0.782,50,748.1,0,0,0,0,5862,4.584,0.785,0.865,,15.482,16.014,15.449,14.236
CONFIRMED,80.8723469,11.195,3.6046e+03,0.056129,7.59,0.3577,89.4,452,9.88,0,0.527,17,160.9,0,0,0,0,5510,4.222,1.238,0.932,,15.201,15.739,15.166,13.935
FALSE POSITIVE,3.166465862,2.9381,4.3572e+03,0.348902,26.82,0.0371,71.8,954,196.31,0,1.266,320,122.1,0,1,1,0,4968,4.575,0.704,0.68,,15.999,16.795,15.962,14.413
CONFIRMED,24.99324319,5.9409,2.6960e+02,0.015956,2.29,0.1651,88.37,712,60.88,0,0.686,53,62,0,0,0,0,5718,4.181,1.317,0.961,,12.377,12.801,12.337,11.274
CONFIRMED,10.35533116,3.1775,7.5060e+02,0.024674,2.47,0.0895,89.93,777,86.22,0,0.029,127,49.2,0,0,0,0,5501,4.462,0.918,0.891,,15.018,15.627,14.948,13.656
CONFIRMED,16.08518937,3.984,1.4424e+03,0.040767,3.68,0.1173,87.21,613,33.43,0,0.867,82,62.6,0,0,0,0,5239,4.523,0.826,0.83,,15.219,15.918,15.15,13.753
CANDIDATE,235.9986399,8.2284,2.0715e+04,0.14756,10.59,0.6534,89.76,188,0.29,0,0.778,6,271.8,0,0,0,0,4245,4.627,0.657,0.666,,15.172,16.343,15.122,13.251
CONFIRMED,7.49018305,2.7297,1.1236e+03,0.029843,2.56,0.0703,89.95,753,76.06,0,0.02,178,53,0,0,0,0,5103,4.562,0.787,0.823,,15.599,16.312,15.541,14.121
CONFIRMED,36.2761238,4.7865,1.5726e+03,0.035273,3.03,0.2012,89.97,445,9.29,0,0.035,39,45.5,0,0,0,0,5103,4.562,0.787,0.823,,15.599,16.312,15.541,14.121
CONFIRMED,17.46087931,2.2641,8.1240e+02,0.026969,2.32,0.1236,89.31,568,24.6,0,0.594,69,22.6,0,0,0,0,5103,4.562,0.787,0.823,,15.599,16.312,15.541,14.121
CONFIRMED,56.0560754,4.685,1.6260e+03,0.036134,1.94,0.228,89.99,233,0.69,0,0.018,24,27.4,0,0,0,0,3593,4.757,0.491,0.503,,15.849,17.455,16.093,13.446
CONFIRMED,41.40831669,5.0264,2.2839e+04,0.139516,11.38,0.2162,89.68,453,9.93,0,0.377,33,907.8,0,0,0,0,5522,4.586,0.747,0.786,,15.196,15.775,15.154,13.805
CANDIDATE,39.74893077,7.3051,1.5179e+04,0.134949,14.21,0.2311,88.3,552,21.87,0,0.881,34,561.1,0,0,0,0,6122,4.487,0.964,1.041,,15.344,15.804,15.287,14.131
CONFIRMED,5.715425977,2.5242,9.0810e+02,0.027348,2.47,0.0611,88.81,850,123.03,0,0.348,181,59.4,0,0,0,0,5237,4.572,0.826,0.927,,15.086,15.785,14.997,13.622
CONFIRMED,49.18394185,11.3364,1.6462e+03,0.036501,8.2,0.2829,89.94,669,47.4,0,0.035,29,355.7,0,0,0,0,5626,3.907,2.057,1.247,,12.654,13.127,12.528,11.43
CONFIRMED,20.0261412,1.611,4.2120e+02,0.025305,2.28,0.1409,88.43,559,23.14,0,0.957,54,10.7,0,0,0,0,5237,4.572,0.826,0.927,,15.086,15.785,14.997,13.622
CANDIDATE,13.61014819,2.594,5.7329e+03,0.192842,19.02,0.1061,86.94,733,68.29,0,1.081,101,184.1,0,0,0,0,5697,4.46,0.903,0.857,,15.06,15.607,14.999,13.702
FALSE POSITIVE,10.44331991,2.743,1.1598e+03,0.030416,2.66,0.0857,89.55,667,46.94,0,0.23,127,51.7,0,1,1,1,4947,4.516,0.802,0.769,,15.546,16.374,15.478,14.047
CONFIRMED,2.237489571,1.8119,3.1580e+02,0.015942,1.41,0.0325,89.23,1160,427.17,0,0.128,595,30.7,0,0,0,0,5265,4.58,0.81,0.91,,15.001,15.672,14.939,13.604
FALSE POSITIVE,5.851520671,3.11058,3.3004e+04,0.166109,14.62,0.0591,89.27,901,155.89,0,0.211,178,1630.4,0,1,0,0,5532,4.53,0.806,0.804,,15.33,15.912,15.285,14.045
CONFIRMED,3.167893418,2.1814,7.8120e+02,0.025513,2.62,0.0426,89.87,1221,526.23,0,0.026,430,64.8,0,0,0,0,5895,4.503,0.94,1.026,,15.533,16.067,15.477,14.32
CONFIRMED,4.311780262,2.7251,1.1540e+03,0.030716,3.11,0.0511,89.08,1038,274.84,0,0.196,299,86.1,0,0,0,0,5527,4.484,0.927,0.956,,15.604,16.18,15.548,14.306
CONFIRMED,20.0504494,4.556,8.4090e+02,0.026569,2.69,0.1423,89.31,622,35.44,0,0.383,64,37.8,0,0,0,0,5527,4.484,0.927,0.956,,15.604,16.18,15.548,14.306
CONFIRMED,9.76734503,1.6585,5.6910e+02,0.026407,2.67,0.0881,87.68,791,92.46,0,0.9,122,21.1,0,0,0,0,5527,4.484,0.927,0.956,,15.604,16.18,15.548,14.306
CANDIDATE,119.0207044,8.1405,7.4305e+03,0.077431,8.98,0.4582,89.96,366,4.25,0,0.076,11,223.5,0,0,0,0,5453,4.342,1.062,0.904,,15.085,15.601,15.024,13.858
CONFIRMED,190.3200468,15.284,1.1417e+03,0.034654,7.78,0.6972,89.24,426,7.8,0,0.812,7,139.3,0,0,0,0,5626,3.907,2.057,1.247,,12.654,13.127,12.528,11.43
FALSE POSITIVE,2.861159894,1.8832,1.0143e+03,0.039171,4.37,0.0406,77.84,1355,797.1,0,0.965,454,58.3,0,1,1,0,6126,4.458,1.021,1.09,,15.618,16.094,15.559,14.442
CONFIRMED,26.44439337,3.9783,1.8435e+03,0.038511,3.91,0.1687,89.97,562,23.54,0,0.03,53,88,0,0,0,0,5427,4.463,0.929,0.915,,15.158,15.718,15.096,13.879
CONFIRMED,51.53997972,6.3994,3.6443e+03,0.05435,5.51,0.2632,89.84,450,9.67,0,0.183,28,155.5,0,0,0,0,5427,4.463,0.929,0.915,,15.158,15.718,15.096,13.879
CONFIRMED,5.902245782,2.9003,7.0230e+02,0.023909,2.43,0.0621,89.23,926,173.74,0,0.209,220,59.3,0,0,0,0,5427,4.463,0.929,0.915,,15.158,15.718,15.096,13.879
CONFIRMED,2.382951591,1.8876,3.9160e+02,0.018369,1.86,0.0339,86.85,1253,583.01,0,0.479,515,41.4,0,0,0,0,5427,4.463,0.929,0.915,,15.158,15.718,15.096,13.879
CONFIRMED,21.02250608,4.1072,1.7725e+03,0.037466,3.07,0.1378,89.95,521,17.48,0,0.036,67,62.4,0,0,0,0,5067,4.585,0.75,0.789,,15.859,16.548,15.793,14.399
CONFIRMED,3.219814777,2.0642,4.8820e+02,0.019702,1.69,0.04,89.72,998,234.93,0,0.06,391,30.5,0,0,0,0,5103,4.562,0.787,0.823,,15.599,16.312,15.541,14.121
CONFIRMED,5.912273234,2.3254,9.6140e+02,0.027826,1.73,0.0537,89.51,585,27.72,0,0.17,227,62.8,0,0,0,0,4072,4.696,0.57,0.586,,15.036,15.99,14.976,13.334
CONFIRMED,8.98581901,2.8606,8.8130e+02,0.026527,1.65,0.0709,89.98,509,15.9,0,0.008,145,51.8,0,0,0,0,4072,4.696,0.57,0.586,,15.036,15.99,14.976,13.334
CANDIDATE,12.94066866,2.4845,4.2450e+04,0.259639,22.94,0.1039,88.54,723,64.64,0,0.897,100,307.5,0,0,0,0,5875,4.572,0.809,0.895,,15.215,15.674,15.167,14.079
FALSE POSITIVE,20.5452375,2.517,2.1850e+02,0.017424,2.41,0.1437,87.6,742,71.57,0,0.95,67,18.5,0,1,0,0,5670,4.206,1.264,0.937,,12.003,12.476,11.835,11.114
CONFIRMED,33.60123371,4.4056,7.4259e+03,0.083298,8.46,0.1956,89.23,495,14.22,0,0.67,39,247.9,0,0,0,0,5149,4.447,0.93,0.882,,15.262,15.921,15.203,13.814
CONFIRMED,6.76652928,2.9004,4.5070e+02,0.019382,1.97,0.0672,88.51,845,120.48,0,0.429,194,29.2,0,0,0,0,5149,4.447,0.93,0.882,,15.262,15.921,15.203,13.814
CONFIRMED,4.347288783,2.1024,4.5160e+02,0.019273,2.36,0.0524,89.91,1174,449.79,0,0.025,307,39.7,0,0,0,0,5754,4.345,1.122,1.014,,15.024,15.542,14.977,13.806
CONFIRMED,4.601811819,2.2607,7.5590e+02,0.02579,2.35,0.0501,87.56,896,152.91,0,0.567,295,60.8,0,0,0,0,4986,4.496,0.833,0.793,,15.024,15.744,14.958,13.587
CONFIRMED,11.18719905,3.252,3.5360e+02,0.017042,1.55,0.0907,89.1,667,46.65,0,0.387,117,21.9,0,0,0,0,4986,4.496,0.833,0.793,,15.024,15.744,14.958,13.587
CONFIRMED,4.220965778,3.0854,2.2600e+03,0.046401,2.62,0.0418,85.03,595,29.68,0,0.705,321,157.8,0,0,0,0,3837,4.747,0.517,0.544,,15.692,16.782,15.619,13.855
FALSE POSITIVE,6.998099523,2.0488,2.0285e+04,6.502574,588.66,0.0698,79,853,125.22,0,7.361,192,192.3,0,1,0,0,5612,4.566,0.829,0.926,,15.877,16.436,15.814,14.597
CONFIRMED,5.95489993,2.3892,1.4107e+03,0.033728,2.33,0.0554,89,635,38.52,0,0.327,226,87.2,0,0,0,0,4261,4.641,0.633,0.64,,15.019,16.121,14.965,13.168
CONFIRMED,12.03987488,2.7363,1.2506e+03,0.031605,2.18,0.0886,89.51,502,15.06,0,0.286,106,57.6,0,0,0,0,4261,4.641,0.633,0.64,,15.019,16.121,14.965,13.168
CONFIRMED,20.83762895,2.3734,4.3900e+02,0.020532,1.42,0.1278,89.18,418,7.24,0,0.706,67,14.9,0,0,0,0,4261,4.641,0.633,0.64,,15.019,16.121,14.965,13.168
FALSE POSITIVE,8.8111022,5.0683,4.0110e+02,0.242511,63.66,0.0919,67.15,1399,904.92,0,1.223,125,76.8,0,1,1,1,6200,3.8,2.404,1.333,,12.759,13.088,12.71,11.723
CONFIRMED,23.58917143,5.073,1.2007e+03,0.040151,3.16,0.1429,86.86,487,13.34,0,0.926,56,53.3,0,0,0,0,4919,4.566,0.721,0.697,,15.316,16.159,15.276,13.697
CONFIRMED,6.481633073,3.784,2.9850e+02,0.017836,2.54,0.0683,83.8,1145,406.25,0,0.833,214,125.6,0,0,0,0,5945,4.213,1.302,1.009,,12.365,12.735,12.3,11.314
CONFIRMED,10.37168928,3.035,1.2549e+03,0.033023,3.2,0.0873,88.66,720,63.68,0,0.537,128,64.5,0,0,0,0,5121,4.457,0.888,0.822,,15.193,15.89,15.136,13.67
CONFIRMED,3.96996298,1.1757,2.9920e+02,0.018305,1.78,0.046,86.81,992,229.37,0,0.836,320,15,0,0,0,0,5121,4.457,0.888,0.822,,15.193,15.89,15.136,13.67
CONFIRMED,4.40841331,5.012,5.4940e+02,0.025379,2.66,0.052,74.9,1139,398,0,0.899,279,45.1,0,0,0,0,6007,4.457,0.961,0.968,,15.662,16.177,15.621,14.43
FALSE POSITIVE,7.9426176,6.703,1.5907e+03,0.046289,4.68,0.0789,77.16,878,140.57,0,0.942,172,60.4,0,1,1,1,5811,4.521,0.926,1.036,,15.26,15.828,15.198,14.026
CONFIRMED,226.8904775,7.558,3.1364e+03,0.055361,4.53,0.6732,89.76,236,0.73,0,0.731,7,46.8,0,0,0,0,5067,4.585,0.75,0.789,,15.859,16.548,15.793,14.399
FALSE POSITIVE,1.956811408,2.1958,2.4905e+04,0.327759,21.58,0.0259,78.08,1109,357.16,0,1.091,685,125.4,0,1,0,0,5209,4.657,0.603,0.602,,15.533,16.194,15.518,14.118
CANDIDATE,2.688899233,2.11275,3.7492e+04,0.172543,12.04,0.0335,90,929,175.76,0,0.001,499,1011.6,0,0,0,0,4820,4.667,0.639,0.699,,15.766,16.587,15.72,14.178
CONFIRMED,9.439459486,2.8979,3.0361e+03,0.048953,4.16,0.0837,89.89,686,52.32,0,0.049,144,175.2,0,0,0,0,5097,4.597,0.779,0.891,,15.067,15.794,14.99,13.597
CONFIRMED,11.52306746,3.8757,5.0730e+02,0.020288,3.13,0.1017,90,927,174.81,0,0,116,142,0,0,0,0,5644,4.162,1.411,1.053,,12.346,12.778,12.272,11.21
CONFIRMED,20.47748843,2.8364,1.3824e+03,0.034376,2.92,0.1402,89.43,530,18.65,0,0.497,59,52.7,0,0,0,0,5097,4.597,0.779,0.891,,15.067,15.794,14.99,13.597
CONFIRMED,3.336123113,1.9616,5.1630e+02,0.020396,1.74,0.0418,88.88,970,209.79,0,0.252,386,41.6,0,0,0,0,5097,4.597,0.779,0.891,,15.067,15.794,14.99,13.597
CONFIRMED,8.01078456,2.312,1.3336e+03,0.03347,1.72,0.0616,89.59,453,9.9,0,0.192,168,48.5,0,0,0,0,3713,4.779,0.47,0.484,,15.847,17.416,15.964,13.508
CONFIRMED,12.07134205,4.3224,7.5920e+02,0.025158,1.29,0.0809,89.96,395,5.74,0,0.014,112,31,0,0,0,0,3713,4.779,0.47,0.484,,15.847,17.416,15.964,13.508
CONFIRMED,20.99587872,2.6333,7.6730e+02,0.025412,1.3,0.117,89.79,328,2.74,0,0.228,55,18.2,0,0,0,0,3713,4.779,0.47,0.484,,15.847,17.416,15.964,13.508
CONFIRMED,7.41113177,2.5242,6.2050e+02,0.024438,2.45,0.0748,87.54,905,158.11,0,0.712,181,50.4,0,0,0,0,5849,4.517,0.919,1.014,,15.031,15.569,14.973,13.802
FALSE POSITIVE,1.000747038,0.9967,1.8235e+03,0.047993,4.14,0.0175,77.28,1620,1635.2,0,0.908,668,147.4,0,1,0,0,5472,4.499,0.79,0.718,,15.419,16.069,15.387,14.015
CONFIRMED,8.884922995,2.07004,1.6053e+04,0.114124,10.51,0.0786,89.89,770,83.21,0,0.069,153,388.2,0,0,0,0,5332,4.5,0.843,0.821,,15.264,15.998,15.207,13.665
CONFIRMED,8.09888906,4.20241,6.9111e+03,0.076211,8.95,0.0832,89.93,986,223.19,0,0.018,168,435.9,0,0,0,0,6214,4.442,1.076,1.169,,15.261,15.68,15.208,14.164
CONFIRMED,10.00653012,5.344,9.3610e+02,0.032174,3.52,0.0933,83.94,876,139.21,0,0.862,135,71.9,0,0,0,0,6063,4.47,1.001,1.079,,15.063,15.517,15.013,13.984
CONFIRMED,17.85522168,7.41287,9.0652e+03,0.08815,13.16,0.1491,89.79,911,163.04,0,0.075,75,915.7,0,0,0,0,6823,4.308,1.367,1.386,,11.353,11.571,11.28,10.461
CANDIDATE,12.73262407,2.2083,6.4657e+03,0.082519,4.87,0.0881,88.53,432,8.22,0,0.811,110,210.5,0,0,0,0,3950,4.721,0.541,0.563,,15.75,16.872,15.715,13.909
CANDIDATE,83.92494032,6.7904,7.9587e+03,0.086015,4.78,0.3031,89.54,226,0.62,0,0.658,18,182.1,0,0,0,0,3960,4.746,0.509,0.526,,15.754,16.789,15.679,14
CONFIRMED,5.007316661,4.2362,6.9323e+03,0.077106,6.96,0.0556,87.87,998,234.28,0,0.344,271,431.4,0,0,0,0,5865,4.563,0.827,0.914,,15.813,16.341,15.777,14.572
CONFIRMED,2.211116989,1.6485,7.2420e+02,0.026289,1.85,0.0294,84.94,931,177.19,0,0.69,603,42.6,0,0,0,0,4500,4.656,0.646,0.71,,15.791,16.82,15.719,13.97
CONFIRMED,27.9541337,3.95,9.4250e+02,0.026973,1.9,0.1593,89.94,400,6.04,0,0.063,48,25.4,0,0,0,0,4500,4.656,0.646,0.71,,15.791,16.82,15.719,13.97
CONFIRMED,12.69104387,3.7727,2.5210e+02,0.014487,2.57,0.1072,89.98,1008,244.3,0,0.008,108,60.2,0,0,0,0,5869,4.024,1.626,1.019,,12.935,13.288,12.891,11.919
FALSE POSITIVE,4.409409243,3.8636,1.2861e+04,0.10287,10.95,0.0491,89.83,1101,347.06,0,0.028,303,85.8,0,1,0,0,5600,4.368,0.975,0.811,,15.403,16.032,15.385,14.075
CONFIRMED,16.23947096,4.0374,2.5907e+03,0.045252,4.14,0.1229,89.92,598,30.14,0,0.043,83,123.8,0,0,0,0,5191,4.564,0.837,0.937,,15.258,15.919,15.187,13.911
CONFIRMED,6.308201629,2.9785,1.3285e+03,0.032418,2.96,0.0654,89.9,819,106.44,0,0.03,205,86.2,0,0,0,0,5191,4.564,0.837,0.937,,15.258,15.919,15.187,13.911
CONFIRMED,2.052349884,2.0778,1.4281e+04,0.11123,13.12,0.0322,86.76,1497,1183.18,0,0.437,650,1072.1,0,0,0,0,5855,4.393,1.08,1.049,,15.257,15.815,15.199,14.005
CONFIRMED,9.7704486,2.4517,1.8978e+03,0.040133,2.23,0.0714,89.84,460,10.59,0,0.09,135,58,0,0,0,0,3906,4.73,0.509,0.508,,15.777,17.074,15.764,13.737
CONFIRMED,5.169804269,2.153,1.0374e+03,0.029936,1.66,0.0467,88.87,569,24.75,0,0.351,256,41.4,0,0,0,0,3906,4.73,0.509,0.508,,15.777,17.074,15.764,13.737
CONFIRMED,21.22261195,6.5093,3.6600e+02,0.01746,2.48,0.1506,89.96,771,83.56,0,0.02,64,114.9,0,0,0,0,5945,4.213,1.302,1.009,,12.365,12.735,12.3,11.314
CONFIRMED,20.09017037,4.154,1.4321e+03,0.040437,2.25,0.1154,87.49,362,4.05,0,0.886,63,36.9,0,0,0,0,3906,4.73,0.509,0.508,,15.777,17.074,15.764,13.737
CONFIRMED,7.11373257,2.1764,8.0760e+02,0.025862,1.16,0.0551,89.21,429,8.01,0,0.334,186,44.4,0,0,0,0,3561,4.855,0.411,0.44,,15.234,16.847,15.445,12.836
CONFIRMED,3.306551643,1.8177,5.0920e+02,0.020275,0.91,0.0331,90,554,22.19,0,0.001,398,37.8,0,0,0,0,3561,4.855,0.411,0.44,,15.234,16.847,15.445,12.836
CONFIRMED,15.36845737,2.4714,7.5610e+02,0.02471,1.11,0.0922,89.86,332,2.86,0,0.115,82,30.9,0,0,0,0,3561,4.855,0.411,0.44,,15.234,16.847,15.445,12.836
CONFIRMED,13.81020318,3.048,1.3097e+03,0.036595,4.56,0.1131,88.04,833,113.75,0,0.791,90,46.2,0,0,0,0,5942,4.327,1.142,1.009,,15.425,15.929,15.379,14.197
CONFIRMED,4.093578461,2.5833,5.3860e+02,0.026123,2.85,0.0514,79.95,1182,461.07,0,0.93,328,36.4,0,0,0,0,6077,4.471,0.999,1.077,,15.399,15.852,15.34,14.261
CONFIRMED,105.145959,8.593,6.8540e+02,0.031397,3.43,0.4471,88.39,401,6.09,0,0.964,13,15.4,0,0,0,0,6077,4.471,0.999,1.077,,15.399,15.852,15.34,14.261
CONFIRMED,10.8484518,2.9993,1.6756e+03,0.036303,2.34,0.0815,89.57,499,14.66,0,0.21,122,64.5,0,0,0,0,4201,4.682,0.591,0.609,,15.058,16.15,14.989,13.24
CONFIRMED,6.66833241,1.915,3.6230e+02,0.018246,1.18,0.0589,88.24,587,28.06,0,0.644,192,14.2,0,0,0,0,4201,4.682,0.591,0.609,,15.058,16.15,14.989,13.24
CONFIRMED,4.082274889,3.23015,1.7859e+04,0.121652,10.55,0.0479,89.51,1016,251.48,0,0.093,329,1669.1,0,0,0,0,5655,4.581,0.794,0.886,,15.198,15.725,15.147,13.949
CANDIDATE,3.886655224,3.1646,5.8160e+02,0.023262,1.87,0.0451,85.02,1010,246.29,0,0.649,343,48.1,0,0,0,0,5662,4.61,0.738,0.813,,15.371,15.88,15.329,14.153
CONFIRMED,42.1406089,5.083,8.9550e+02,0.026274,1.85,0.2095,89.96,349,3.49,0,0.045,28,21.6,0,0,0,0,4500,4.656,0.646,0.71,,15.791,16.82,15.719,13.97
CONFIRMED,4.617490562,2.2618,5.7580e+02,0.023024,1.62,0.048,86.99,728,66.47,0,0.649,272,28.1,0,0,0,0,4500,4.656,0.646,0.71,,15.791,16.82,15.719,13.97
CONFIRMED,10.19849255,2.4283,6.3410e+02,0.024778,1.75,0.0814,88.27,559,23.11,0,0.714,119,21.4,0,0,0,0,4500,4.656,0.646,0.71,,15.791,16.82,15.719,13.97
FALSE POSITIVE,5.795063956,3.2496,1.6929e+03,0.047975,4.33,0.0613,81.1,950,192.74,0,0.949,230,119.4,0,0,1,0,5865,4.563,0.827,0.914,,15.289,15.757,15.24,14.153
CONFIRMED,7.15681552,2.5882,8.6700e+02,0.026979,2.47,0.0675,88.68,782,88.23,0,0.45,186,47.7,0,0,0,0,5029,4.494,0.838,0.798,,15.46,16.173,15.329,14
CONFIRMED,17.64830851,2.0873,7.6330e+02,0.026581,2.43,0.1232,89.27,579,26.49,0,0.653,73,23.8,0,0,0,0,5029,4.494,0.838,0.798,,15.46,16.173,15.329,14
